track,frame_idx,instance.score,snout.x,snout.y,snout.score,left_eye.x,left_eye.y,left_eye.score,right_eye.x,right_eye.y,right_eye.score,hyoid.x,hyoid.y,hyoid.score,left_pec_fin_base.x,left_pec_fin_base.y,left_pec_fin_base.score,right_pec_fin_base.x,right_pec_fin_base.y,right_pec_fin_base.score,pelvic_fin_base.x,pelvic_fin_base.y,pelvic_fin_base.score,anus.x,anus.y,anus.score,peduncle.x,peduncle.y,peduncle.score,ventral_caudal.x,ventral_caudal.y,ventral_caudal.score,dorsal_caudal.x,dorsal_caudal.y,dorsal_caudal.score,left_pec_fin_tip.x,left_pec_fin_tip.y,left_pec_fin_tip.score,right_pec_fin_tip.x,right_pec_fin_tip.y,right_pec_fin_tip.score
,0,1.0146872997283936,1312.5115966796875,461.3770751953125,1.0057100057601929,1292.64208984375,468.97119140625,0.9875638484954834,1300.750244140625,445.0309753417969,0.939983606338501,1292.422119140625,456.4130859375,0.9924829602241516,1268.1956787109375,457.0211181640625,0.9182177782058716,1276.8524169921875,436.3861083984375,0.8764565587043762,1232.2493896484375,428.6002197265625,0.9399149417877197,1208.19873046875,417.0655212402344,0.9095413684844971,1156.101318359375,397.05194091796875,0.847304105758667,1112.97705078125,384.658447265625,0.7462073564529419,1113.0439453125,384.48883056640625,0.6730610728263855,1240.73583984375,460.97113037109375,0.6117396950721741,1260.314697265625,412.5972900390625,0.6192758083343506
,1,1.0145394802093506,1313.0828857421875,464.4302978515625,0.997922420501709,1296.1522216796875,469.27239990234375,0.9778876900672913,1304.2265625,445.30413818359375,0.9388645887374878,1292.9588623046875,456.6763610839844,0.9829484820365906,1268.7135009765625,457.24127197265625,0.9161671996116638,1280.216552734375,436.59857177734375,0.8765339255332947,1232.570068359375,428.7621154785156,0.9399141073226929,1208.5218505859375,417.214111328125,0.9081301093101501,1156.499267578125,397.1921081542969,0.8524917960166931,1116.254638671875,384.94580078125,0.739566445350647,1116.2030029296875,384.7689208984375,0.676842987537384,1244.1151123046875,461.15631103515625,0.6072529554367065,1260.7059326171875,412.8461608886719,0.6217077374458313
,2,0.9853375554084778,1316.5634765625,464.73077392578125,0.9952050447463989,1296.72607421875,469.5306396484375,0.9781267642974854,1304.7835693359375,445.55438232421875,0.9412958025932312,1296.442138671875,456.97760009765625,0.9778335094451904,1269.2674560546875,457.4683837890625,0.9090979695320129,1280.7535400390625,436.8818359375,0.8796911239624023,1232.9923095703125,428.9639892578125,0.938854455947876,1208.9466552734375,417.3780212402344,0.9049816727638245,1157.0103759765625,397.37152099609375,0.8555296659469604,1116.7540283203125,385.27862548828125,0.7350164651870728,1116.7078857421875,385.11090087890625,0.6745496988296509,1244.6563720703125,461.33087158203125,0.6108805537223816,1261.180908203125,413.1221923828125,0.6198675036430359
,3,0.9921473860740662,1316.19580078125,464.0767822265625,1.0332177877426147,1296.35205078125,471.74859619140625,0.9912108182907104,1304.4381103515625,447.78765869140625,0.9535923004150391,1296.0968017578125,456.3363342285156,1.0177054405212402,1271.984375,459.8802490234375,0.9289454817771912,1280.6119384765625,436.30950927734375,0.8892225623130798,1236.0572509765625,431.75555419921875,0.9069480299949646,1212.1094970703125,419.9346923828125,0.9185377955436707,1159.9854736328125,399.6318359375,0.851318359375,1116.720947265625,387.6150207519531,0.7239171266555786,1116.8232421875,384.4996643066406,0.6516779065132141,1247.6129150390625,464.22320556640625,0.6082960367202759,1264.06787109375,412.3639831542969,0.6122586131095886
,4,1.0030992031097412,1316.818115234375,464.3210144042969,1.0236326456069946,1299.929443359375,472.0367736816406,0.9791008234024048,1307.970947265625,448.02947998046875,0.9516457319259644,1296.689697265625,456.5794372558594,0.995821475982666,1272.547119140625,460.105712890625,0.9289668202400208,1284.018798828125,436.5171813964844,0.874880850315094,1236.43798828125,431.9111633300781,0.9121507406234741,1212.47265625,420.0764465332031,0.9178434610366821,1160.4228515625,399.7577819824219,0.8578981161117554,1117.11181640625,387.904296875,0.7262792587280273,1117.1551513671875,387.73968505859375,0.6497151255607605,1248.1290283203125,464.36602783203125,0.6109856367111206,1264.3924560546875,415.7427673339844,0.6116577386856079
,5,1.0032292604446411,1317.438232421875,464.59375,1.0036431550979614,1300.490478515625,472.2823181152344,0.9841586947441101,1308.530517578125,448.29510498046875,0.9550224542617798,1297.257568359375,456.82940673828125,0.9671077132225037,1273.0919189453125,460.3311767578125,0.9221618175506592,1284.544921875,436.772705078125,0.8729581236839294,1236.8326416015625,432.0849609375,0.9136704802513123,1212.856201171875,420.2280578613281,0.9137707352638245,1160.8614501953125,399.9017028808594,0.8620051741600037,1120.4029541015625,388.16705322265625,0.7215361595153809,1120.3082275390625,387.9842834472656,0.649199903011322,1248.6336669921875,464.5172119140625,0.6129500269889832,1264.8487548828125,416.00830078125,0.6131954193115234
,6,0.9815613031387329,1320.031494140625,464.89373779296875,1.0230261087417603,1300.1707763671875,472.55780029296875,1.0079594850540161,1308.2872314453125,448.59857177734375,0.9618622660636902,1299.954833984375,459.9999084472656,1.0114318132400513,1275.789306640625,460.650390625,0.9319491982460022,1284.4180908203125,439.99359130859375,0.8788825273513794,1239.904296875,432.30230712890625,0.9277144074440002,1215.8931884765625,420.6138916015625,0.9186223745346069,1163.8436279296875,400.1914367675781,0.8602416515350342,1120.4444580078125,388.4017333984375,0.7326768636703491,1120.464599609375,388.22650146484375,0.6576031446456909,1248.409423828125,464.69268798828125,0.6126216053962708,1267.9111328125,416.20892333984375,0.6210430860519409
,7,0.9986199736595154,1320.6737060546875,465.18743896484375,1.0181468725204468,1300.7774658203125,472.8150634765625,0.9981687068939209,1311.8555908203125,448.88922119140625,0.9513837695121765,1300.58349609375,460.27569580078125,1.0082143545150757,1276.3935546875,460.90234375,0.9318022131919861,1287.862548828125,440.22064208984375,0.8756808638572693,1240.3358154296875,432.49102783203125,0.9302748441696167,1216.3206787109375,420.78045654296875,0.9185531139373779,1164.3717041015625,400.37982177734375,0.870486855506897,1120.953857421875,388.6767578125,0.7466866970062256,1120.99755859375,388.52081298828125,0.6744380593299866,1251.863525390625,464.92498779296875,0.61060631275177,1268.4058837890625,416.4731750488281,0.6240084171295166
,8,0.9910098314285278,1321.3460693359375,465.49969482421875,0.9980785250663757,1304.399169921875,473.15606689453125,0.9923891425132751,1312.4718017578125,449.19085693359375,0.95676589012146,1301.222900390625,460.57550048828125,0.993700385093689,1277.0216064453125,461.1595153808594,0.9258052706718445,1288.476318359375,440.51934814453125,0.8816888928413391,1240.819580078125,432.69964599609375,0.9284297227859497,1216.79345703125,420.96588134765625,0.9161124229431152,1164.9307861328125,400.5848388671875,0.8734468817710876,1121.492919921875,388.9615783691406,0.7489318251609802,1121.5489501953125,388.8179016113281,0.6791622638702393,1252.45947265625,465.11614990234375,0.6138306856155396,1268.940185546875,416.7546691894531,0.6223739385604858
,9,0.9821643233299255,1324.0120849609375,468.60498046875,1.0149199962615967,1304.19580078125,473.43585205078125,1.0016629695892334,1312.29541015625,449.5087890625,0.9606624245643616,1303.95556640625,460.8807067871094,1.0305057764053345,1279.7740478515625,461.48583984375,0.9172210693359375,1288.43603515625,440.84783935546875,0.9068989753723145,1243.976318359375,432.93804931640625,0.9396352171897888,1219.9237060546875,421.37835693359375,0.9027281999588013,1167.984375,400.8895263671875,0.8630242347717285,1124.5784912109375,389.114013671875,0.7578330636024475,1124.623779296875,388.9540710449219,0.6859719753265381,1252.27490234375,465.3040771484375,0.6207029223442078,1272.072998046875,416.9805908203125,0.6236680746078491
