track,frame_idx,instance.score,snout.x,snout.y,snout.score,left_eye.x,left_eye.y,left_eye.score,right_eye.x,right_eye.y,right_eye.score,hyoid.x,hyoid.y,hyoid.score,left_pec_fin_base.x,left_pec_fin_base.y,left_pec_fin_base.score,right_pec_fin_base.x,right_pec_fin_base.y,right_pec_fin_base.score,pelvic_fin_base.x,pelvic_fin_base.y,pelvic_fin_base.score,anus.x,anus.y,anus.score,peduncle.x,peduncle.y,peduncle.score,ventral_caudal.x,ventral_caudal.y,ventral_caudal.score,dorsal_caudal.x,dorsal_caudal.y,dorsal_caudal.score,left_pec_fin_tip.x,left_pec_fin_tip.y,left_pec_fin_tip.score,right_pec_fin_tip.x,right_pec_fin_tip.y,right_pec_fin_tip.score
track_0,0,0.9196714162826538,656.6348266601562,304.411865234375,0.9810359477996826,665.177978515625,285.08050537109375,0.9782417416572571,676.5648193359375,309.1375732421875,0.9610325694084167,673.5401611328125,296.5494079589844,0.9612776637077332,692.7073974609375,276.90826416015625,0.9595723748207092,700.677001953125,300.9918212890625,0.92525315284729,740.843017578125,272.82696533203125,0.9894192814826965,765.322021484375,264.93292236328125,0.9649772047996521,816.58203125,257.1151428222656,0.891684889793396,844.9839477539062,280.98480224609375,0.8295287489891052,845.0274047851562,281.18218994140625,0.7708723545074463,712.6246948242188,252.67556762695312,0.5828886032104492,732.8030395507812,308.8868103027344,0.6586030125617981
track_1,0,0.9397392868995667,315.8545837402344,425.07330322265625,0.9606506824493408,316.8601379394531,404.93414306640625,0.9036617875099182,333.00714111328125,424.43170166015625,0.9590768814086914,328.8246154785156,412.14202880859375,0.9921250343322754,340.30780029296875,384.5524597167969,0.8108134865760803,353.24072265625,408.2120361328125,0.9060204029083252,392.453857421875,376.3218994140625,0.9624203443527222,420.32373046875,380.16302490234375,0.9628329277038574,472.9361572265625,392.0087890625,0.9519155025482178,508.92633056640625,392.25848388671875,0.8318116664886475,508.9727783203125,392.3427429199219,0.7573518753051758,352.67840576171875,356.028076171875,0.5385175943374634,384.87640380859375,412.681396484375,0.6965209245681763
track_2,0,0.9777883291244507,828.870849609375,527.55517578125,0.8954573273658752,841.0861206054688,508.3263244628906,0.901121199131012,848.9102172851562,535.6427001953125,0.8731769323348999,849.1812133789062,520.138916015625,0.874557614326477,869.1675415039062,504.03387451171875,0.8749815821647644,876.3797607421875,527.9718017578125,0.9103582501411438,920.4545288085938,507.5401611328125,0.9497671723365784,945.17529296875,499.6558837890625,0.8831532001495361,1001.00927734375,495.4874267578125,0.8497516512870789,1036.3935546875,516.086669921875,0.7824792861938477,1036.3863525390625,516.255859375,0.7218405604362488,893.0015258789062,483.6343078613281,0.5966134071350098,904.7630004882812,539.836181640625,0.6591770648956299
track_3,0,0.9719803929328918,244.69114685058594,528.0965576171875,0.9641458988189697,260.2835693359375,512.6790161132812,0.9952436089515686,263.7451171875,537.0272216796875,0.9702703356742859,267.94482421875,524.739501953125,1.0067226886749268,288.67828369140625,512.6642456054688,0.9403043389320374,288.48663330078125,536.7199096679688,0.968841016292572,336.0589599609375,524.5133056640625,0.9643018841743469,360.7220764160156,524.8624877929688,0.9414488077163696,419.904052734375,525.2011108398438,0.8091389536857605,452.54852294921875,536.3394775390625,0.21237003803253174,,,0.0,315.8389892578125,496.8955993652344,0.6160926818847656,316.25244140625,552.6690673828125,0.6691318154335022
track_4,0,1.0058538913726807,439.8311767578125,496.79736328125,0.8526386618614197,459.4181823730469,493.0959777832031,0.9100375771522522,447.5245056152344,516.3781127929688,0.8314067125320435,456.2100524902344,508.37457275390625,0.9133775234222412,480.27215576171875,509.11175537109375,0.9094882011413574,467.93353271484375,528.9884643554688,0.9019327759742737,515.6488647460938,544.5882568359375,0.964317798614502,536.3955078125,557.0690307617188,0.911751925945282,588.1172485351562,580.5596313476562,0.7736515402793884,623.9173583984375,592.5223999023438,0.730131208896637,624.09619140625,592.6185913085938,0.6472083926200867,508.5936584472656,512.6285400390625,0.6065782904624939,484.01177978515625,560.2916870117188,0.6806883215904236
track_0,1,0.9388799071311951,655.3361206054688,303.8468933105469,0.9672695398330688,663.9783325195312,284.55218505859375,0.9888374209403992,672.3441772460938,308.67279052734375,0.9629669189453125,672.296142578125,296.07794189453125,0.9792335629463196,691.69287109375,276.4725341796875,0.9273098111152649,696.4951171875,300.6477966308594,0.9336709976196289,739.973388671875,275.8671875,0.9744387865066528,764.2340698242188,264.6574401855469,0.9519562125205994,812.51220703125,256.1302490234375,0.8905448913574219,843.925537109375,279.8167724609375,0.7997132539749146,843.97265625,280.0397644042969,0.7534690499305725,711.8860473632812,252.28016662597656,0.594077467918396,728.1754760742188,312.0059814453125,0.6605092883110046
track_1,1,0.9108097553253174,315.85797119140625,428.2977294921875,0.9730473756790161,316.5999450683594,408.25042724609375,0.8999805450439453,335.8327331542969,424.53314208984375,0.9556354880332947,328.5909729003906,412.3816833496094,0.9863113760948181,339.84820556640625,384.6236267089844,0.788627564907074,355.8319396972656,408.16009521484375,0.9069094061851501,391.96905517578125,376.10772705078125,0.9619224667549133,419.7938232421875,376.7944030761719,0.9494070410728455,472.44415283203125,391.967041015625,0.956966757774353,508.4451904296875,392.35186767578125,0.8157904744148254,508.49249267578125,392.4409484863281,0.7442211508750916,352.1691589355469,355.96319580078125,0.5311580300331116,384.5335388183594,412.4897766113281,0.6948056817054749
track_2,1,0.9811766743659973,828.2910766601562,527.6304321289062,0.9007902145385742,840.55419921875,508.3648681640625,0.9034382700920105,848.3916015625,535.7105102539062,0.8689599633216858,848.6416625976562,520.2037963867188,0.8726821541786194,868.6968383789062,504.10296630859375,0.8747103810310364,872.8816528320312,528.0447998046875,0.8930586576461792,920.1513061523438,507.60614013671875,0.9552579522132874,944.8597412109375,499.733154296875,0.8878651261329651,1000.501220703125,492.4167175292969,0.8548169732093811,1036.0762939453125,515.8810424804688,0.8068893551826477,1036.0665283203125,516.05078125,0.7462905049324036,892.6412963867188,483.7400817871094,0.598189115524292,904.3604736328125,539.8671875,0.6594083309173584
track_3,1,0.9632737636566162,245.05062866210938,528.1055908203125,1.0000114440917969,260.68206787109375,512.7037353515625,0.9935063719749451,261.09490966796875,537.035888671875,1.0020973682403564,265.3368835449219,524.73388671875,1.0304172039031982,288.9096984863281,512.6663818359375,0.9702728986740112,288.6962890625,536.71875,0.9781080484390259,333.0224914550781,524.5115966796875,0.9687342047691345,357.6857604980469,524.876220703125,0.9307863116264343,416.982177734375,525.1782836914062,0.8241212368011475,449.39990234375,533.3399658203125,0.27294665575027466,449.458251953125,536.3541259765625,0.2479362040758133,312.9260559082031,496.7843933105469,0.6230787038803101,313.37396240234375,552.76123046875,0.6625832915306091
track_4,1,1.0232739448547363,437.28399658203125,496.28924560546875,0.8511504530906677,456.845947265625,492.7392272949219,0.9354735016822815,444.92840576171875,512.9494018554688,0.8569760322570801,456.4578857421875,508.04412841796875,0.9134739637374878,480.4692077636719,508.76348876953125,0.9143273830413818,465.1048278808594,528.5842895507812,0.9072872400283813,512.5730590820312,544.3560180664062,0.9637093544006348,536.381103515625,556.7086791992188,0.9120039343833923,585.1246948242188,580.236083984375,0.7943692207336426,621.1812744140625,592.2275390625,0.7403330206871033,624.68603515625,592.2637329101562,0.651564359664917,508.8456115722656,512.4026489257812,0.6154770851135254,480.8816833496094,556.7603759765625,0.6821187734603882
